WKT,name,description
"POLYGON ((106.8962173 -6.3868979, 106.8433456 -6.3787093, 106.8100433 -6.3677908, 106.7887573 -6.3650612, 106.7647247 -6.3599431, 106.7557983 -6.3602843, 106.7472153 -6.3602843, 106.7468532 -6.3844936, 106.731747 -6.4172471, 106.7338069 -6.4356701, 106.7324336 -6.4602329, 106.7303737 -6.4813833, 106.7441066 -6.4936638, 106.7571529 -6.4991217, 106.7592128 -6.5223171, 106.7688258 -6.5373253, 106.7798122 -6.5571081, 106.8038448 -6.5659761, 106.8210109 -6.5721153, 106.8443568 -6.5646118, 106.8951686 -6.4308938, 106.8962173 -6.3868979))",Depok,
